time,distance,filtered,control,setpoint
8.6431,28.0,29.0,106.0,125.0
8.6889,26.0,28.0,106.0,125.0
8.7204,26.0,27.0,106.0,125.0
8.7519,30.0,26.0,106.0,125.0
8.7978,25.0,26.0,91.0,125.0
8.829,29.0,27.0,91.0,125.0
8.8593,26.0,26.0,91.0,125.0
8.8952,28.0,27.0,91.0,125.0
8.9471,29.0,27.0,91.0,125.0
8.969,32.0,28.0,91.0,125.0
9.0029,28.0,28.0,91.0,125.0
9.0543,28.0,28.0,91.0,125.0
9.0758,26.0,28.0,91.0,125.0
9.1231,25.0,27.0,91.0,125.0
9.1639,25.0,26.0,91.0,125.0
9.1854,21.0,25.0,91.0,125.0
9.2188,21.0,23.0,91.0,125.0
9.2811,21.0,22.0,108.0,125.0
9.2941,17.0,21.0,108.0,125.0
9.3266,16.0,19.0,108.0,125.0
9.3807,15.0,17.0,108.0,125.0
9.4021,12.0,16.0,108.0,125.0
9.4349,10.0,14.0,108.0,125.0
9.4899,10.0,12.0,108.0,125.0
9.5117,9.0,11.0,108.0,125.0
9.5432,8.0,10.0,108.0,125.0
9.5968,9.0,9.0,108.0,125.0
9.62,10.0,9.0,108.0,125.0
9.6503,9.0,9.0,108.0,125.0
9.7063,9.0,9.0,108.0,125.0
9.7265,12.0,9.0,108.0,125.0
9.7589,15.0,10.0,108.0,125.0
9.8167,13.0,11.0,91.0,125.0
9.8378,16.0,13.0,91.0,125.0
9.8681,16.0,15.0,91.0,125.0
9.912,22.0,16.0,91.0,125.0
9.9463,25.0,18.0,91.0,125.0
9.9764,27.0,21.0,91.0,125.0
10.0196,29.0,24.0,91.0,125.0
10.0539,32.0,26.0,91.0,125.0
10.0851,33.0,29.0,91.0,125.0
10.1266,35.0,31.0,91.0,125.0
10.1621,37.0,33.0,91.0,125.0
10.193,36.0,34.0,91.0,125.0
10.2366,39.0,35.0,91.0,125.0
10.2703,38.0,36.0,91.0,125.0
10.3009,41.0,37.0,91.0,125.0
10.3431,40.0,38.0,91.0,125.0
10.3766,41.0,39.0,91.0,125.0
10.4088,40.0,39.0,91.0,125.0
10.4526,37.0,39.0,91.0,125.0
10.4866,38.0,38.0,107.0,125.0
10.5188,39.0,38.0,107.0,125.0
10.5608,37.0,38.0,107.0,125.0
10.5953,36.0,37.0,107.0,125.0
10.6272,33.0,36.0,107.0,125.0
10.6701,33.0,34.0,107.0,125.0
10.7056,30.0,33.0,107.0,125.0
10.7367,29.0,32.0,107.0,125.0
